trade_date,close,open,high,low,vol,pct_chg
20140626,2897.92,2853.3,2902.8,2852.94,5.40K,1.52
20140627,2924.85,2899.31,2935.16,2896.27,6.73K,0.93
20140603,2983.46,3004.59,3023.43,2981.78,4.70K,-0.86
20140630,2925.41,2922.55,2942.65,2915.45,5.63K,0.02
20140604,2936.22,2980.46,2981.14,2920.57,3.87K,-1.58
20140605,2976.9,2931.38,2976.9,2926.35,3.24K,1.39
20140606,2945.46,2966.85,2969.46,2924.81,3.17K,-1.06
20140609,2962.66,2933.9,2995.67,2924.37,4.16K,0.58
20140701,2934.59,2927.44,2934.67,2920.49,5.96K,0.31
20140710,3005.85,2994.26,3018.73,2994.26,4.80K,0.25
20140711,3057.63,3012.0,3073.91,3010.77,7.08K,1.72
20140714,3104.81,3059.95,3105.93,3059.95,7.10K,1.54
20140715,3123.27,3104.08,3125.64,3093.83,7.75K,0.59
20140716,3153.0,3131.5,3169.54,3131.5,8.03K,0.95
20140717,3128.79,3153.01,3154.74,3105.86,7.59K,-0.77
20140718,3184.77,3110.98,3208.93,3106.6,10.35K,1.79
20140702,2952.61,2934.09,2952.61,2925.57,5.38K,0.61
20140721,3188.07,3177.94,3197.27,3171.46,7.40K,0.1
20140722,3223.72,3177.19,3232.85,3173.81,8.42K,1.12
20140723,3245.94,3229.57,3261.44,3229.57,8.88K,0.69
20140724,3318.05,3247.76,3340.03,3247.76,12.55K,2.22
20140725,3320.58,3318.87,3323.61,3278.59,8.13K,0.08
20140728,3369.18,3329.59,3380.56,3329.59,11.79K,1.46
20140729,3395.33,3373.93,3397.45,3361.47,10.93K,0.78
20140703,2992.86,2956.37,3000.63,2954.74,8.76K,1.36
20140730,3344.93,3393.56,3400.53,3323.75,11.51K,-1.48
20140731,3401.73,3339.71,3401.73,3327.58,9.22K,1.7
20140704,3003.62,2989.93,3007.37,2984.94,6.96K,0.36
20140707,3035.22,3003.11,3048.51,2996.58,7.68K,1.05
20140708,3054.05,3036.98,3054.05,3012.7,6.29K,0.62
20140709,2998.28,3044.71,3053.46,2996.76,7.13K,-1.83
20140801,3350.5,3381.18,3410.77,3348.56,9.45K,-1.51
20140811,3412.77,3359.36,3416.19,3359.36,7.89K,1.65
20140812,3422.29,3410.28,3423.52,3399.89,7.81K,0.28
20140813,3410.88,3423.56,3426.75,3373.97,7.92K,-0.33
20140814,3380.56,3403.41,3419.06,3377.35,9.55K,-0.89
20140815,3436.36,3402.68,3451.48,3399.64,8.69K,1.65
20140818,3488.76,3463.41,3488.76,3460.29,8.80K,1.52
20140819,3518.24,3520.38,3523.22,3490.8,10.74K,0.84
20140820,3542.87,3540.62,3561.22,3531.41,12.70K,0.7
20140821,3527.32,3553.0,3553.0,3486.3,12.44K,-0.44
20140822,3571.62,3539.2,3577.43,3533.94,11.37K,1.26
20140825,3533.22,3562.59,3562.59,3528.26,9.26K,-1.08
20140826,3520.82,3523.62,3550.4,3499.25,9.62K,-0.35
20140827,3515.58,3510.82,3529.36,3499.68,7.70K,-0.15
20140828,3482.76,3518.84,3518.84,3470.0,7.28K,-0.93
20140829,3520.28,3483.46,3520.28,3478.79,5.14K,1.08
20140804,3416.23,3356.61,3416.52,3354.59,7.54K,1.96
20140805,3403.11,3419.62,3419.62,3380.55,8.24K,-0.38
20140806,3398.36,3386.13,3409.66,3366.61,10.11K,-0.14
20140807,3379.64,3397.11,3425.11,3376.82,10.95K,-0.55
20140808,3357.33,3382.45,3385.63,3346.16,7.73K,-0.66
20140901,3557.62,3522.16,3557.92,3512.19,6.67K,1.06
20140910,3685.16,3681.91,3692.15,3645.22,9.67K,-0.33
20140911,3683.46,3685.85,3729.38,3656.04,12.00K,-0.05
20140912,3721.7,3676.08,3721.97,3669.0,9.23K,1.04
20140915,3720.29,3711.22,3723.15,3678.32,10.67K,-0.04
20140916,3624.52,3721.91,3747.98,3623.67,15.04K,-2.57
20140917,3693.13,3640.38,3693.5,3618.47,12.13K,1.89
20140918,3680.6,3684.4,3690.88,3663.3,10.17K,-0.34
20140919,3709.13,3684.76,3711.74,3664.63,8.42K,0.78
20140902,3588.42,3565.34,3588.73,3548.01,9.40K,0.87
20140922,3646.7,3706.64,3706.64,3640.65,8.21K,-1.68
20140923,3706.02,3668.05,3706.04,3668.05,9.29K,1.63
20140924,3738.48,3695.6,3740.77,3681.41,9.72K,0.88
20140925,3722.26,3751.15,3763.3,3710.79,9.80K,-0.43
20140926,3723.39,3712.93,3723.9,3689.66,7.65K,0.03
20140929,3734.3,3729.79,3745.09,3715.39,8.93K,0.29
20140903,3630.7,3585.57,3636.74,3585.57,10.97K,1.18
20140930,3757.25,3738.21,3762.49,3738.21,8.05K,0.61
20140904,3655.86,3650.86,3662.16,3637.12,11.37K,0.69
20140905,3672.11,3660.1,3674.65,3644.94,9.96K,0.44
20140909,3697.54,3673.53,3697.54,3651.84,10.82K,0.69
20150112,4738.62,4809.49,4809.49,4692.61,10.91K,-2.36
20150113,4763.71,4734.38,4804.72,4734.38,8.07K,0.53
20150114,4803.21,4765.07,4839.12,4765.07,8.42K,0.83
20150115,4942.43,4807.54,4942.43,4807.54,11.18K,2.9
20150116,4939.6,4936.79,4955.57,4889.34,10.72K,-0.06
20150119,4583.81,4694.88,4810.89,4556.27,14.94K,-7.2
20150120,4727.95,4607.55,4735.32,4607.55,13.04K,3.14
20150121,4951.34,4734.58,4960.3,4722.37,17.66K,4.72
20150122,5031.59,4947.97,5043.44,4931.55,12.39K,1.62
20150123,5066.81,5034.44,5099.42,4999.71,12.83K,0.7
20150126,5133.37,5086.62,5141.12,5043.56,11.03K,1.31
20150127,5071.13,5137.5,5150.09,4985.76,12.69K,-1.21
20150128,5013.81,5046.67,5065.71,4998.44,8.51K,-1.13
20150129,5008.4,4970.21,5034.49,4955.59,7.83K,-0.11
20150130,5009.54,5022.11,5093.42,4964.92,10.56K,0.02
20150105,5171.16,5128.0,5308.3,5115.66,29.13K,3.18
20150106,5033.64,5114.01,5114.01,4959.1,18.37K,-2.66
20150107,5041.54,5018.55,5093.27,4980.68,13.46K,0.16
20150108,4908.94,5039.32,5045.57,4895.36,12.62K,-2.63
20150109,4852.96,4887.99,5014.76,4850.46,13.11K,-1.14
20151012,5851.84,5661.92,5897.11,5658.9,1.79B,3.84
20151013,5854.58,5793.42,5883.45,5772.13,1.52B,0.05
20151014,5769.35,5815.1,5874.38,5757.9,1.49B,-1.46
20151015,5917.58,5722.91,5918.44,5722.91,1.61B,2.57
20151016,6027.35,5928.01,6039.44,5903.96,2.51B,1.85
20151019,6029.06,6070.53,6114.77,5956.91,2.07B,0.03
20151020,6147.02,6032.69,6147.53,6012.62,1.62B,1.96
20151021,5873.71,6180.74,6234.66,5841.53,2.42B,-4.45
20151022,6139.25,5865.82,6146.34,5865.82,2.07B,4.52
20151023,6364.53,6192.34,6404.67,6169.08,2.44B,3.67
20151026,6326.26,6484.89,6485.26,6259.11,2.26B,-0.6
20151027,6333.72,6259.17,6370.27,6030.78,1.73B,0.12
20151028,6169.68,6254.53,6360.89,6140.82,1.58B,-2.59
20151029,6215.26,6195.15,6273.88,6145.49,1.42B,0.74
20151030,6206.62,6226.19,6274.15,6143.97,1.80B,-0.14
20151008,5553.62,5519.08,5585.28,5490.06,1.09B,3.91
20151009,5635.27,5561.48,5655.19,5544.41,1.12B,1.47
20151110,6589.42,6589.78,6659.27,6535.04,2.25B,-0.59
20151111,6697.64,6600.15,6708.31,6578.81,2.07B,1.64
20151112,6654.9,6721.27,6726.2,6583.27,2.01B,-0.64
20151113,6507.89,6575.75,6599.53,6443.82,1.81B,-2.21
20151116,6591.33,6390.75,6591.34,6380.63,1.41B,1.28
20151117,6553.84,6640.16,6690.37,6532.27,1.90B,-0.57
20151118,6651.5,6554.05,6873.64,6531.6,2.61B,1.49
20151119,6710.1,6649.89,6710.1,6568.05,1.74B,0.88
20151102,6065.08,6066.38,6221.22,6034.08,1.47B,-2.28
20151120,6781.49,6729.68,6826.2,6716.78,2.15B,1.06
20151123,6748.37,6800.11,6859.11,6725.62,2.02B,-0.49
20151124,6812.89,6767.76,6812.89,6675.24,1.99B,0.96
20151125,6850.77,6795.26,6879.75,6777.18,1.95B,0.56
20151126,6903.78,6911.31,6991.3,6885.98,2.23B,0.77
20151127,6473.81,6870.93,6870.93,6439.01,2.34B,-6.23
20151103,6026.89,6069.28,6120.55,5989.23,1.09B,-0.63
20151130,6649.39,6495.1,6650.24,6300.34,2.10B,2.71
20151104,6320.55,6047.85,6320.55,6047.85,1.75B,4.87
20151105,6384.33,6322.15,6487.94,6299.6,2.47B,1.01
20151106,6495.73,6393.28,6508.06,6381.49,2.05B,1.74
20151109,6628.38,6479.56,6672.48,6448.9,2.34B,2.04
20151201,6902.02,6648.0,7020.36,6586.45,2.62B,3.8
20151210,6947.87,7042.02,7169.53,6940.22,1.56B,-1.56
20151211,6955.35,6908.66,6976.97,6863.21,1.33B,0.11
20151214,7075.62,6909.82,7086.33,6887.17,1.28B,1.73
20151215,7177.5,7073.12,7252.06,7073.12,1.42B,1.44
20151216,7100.23,7156.94,7189.03,7086.86,1.24B,-1.08
20151217,7438.04,7138.27,7461.0,7138.27,2.41B,4.76
20151218,7510.45,7451.58,7638.25,7392.69,2.14B,0.97
20151202,7003.55,6870.84,7075.61,6764.54,2.61B,1.47
20151221,7649.89,7525.78,7667.27,7523.04,1.90B,1.86
20151222,7686.53,7679.36,7710.43,7603.06,1.70B,0.48
20151223,7667.22,7683.82,7757.32,7644.6,2.15B,-0.25
20151224,7563.66,7648.7,7659.09,7480.02,1.49B,-1.35
20151225,7562.37,7563.47,7583.89,7498.52,1.54B,-0.02
20151228,7383.24,7573.12,7581.09,7383.24,1.56B,-2.37
20151229,7429.22,7378.84,7429.22,7317.22,1.04B,0.62
20151203,7234.71,7050.18,7239.53,7024.49,2.30B,3.3
20151230,7381.81,7390.95,7390.95,7290.64,1.51B,-0.64
20151231,7229.28,7347.64,7385.41,7229.28,1.28B,-2.07
20151204,7148.81,7189.6,7260.15,7123.65,2.17B,-1.19
20151207,7114.73,7160.96,7190.5,7043.15,1.73B,-0.48
20151208,6917.47,7064.22,7067.66,6899.28,1.68B,-2.77
20151209,7058.18,6913.2,7083.16,6892.03,1.93B,2.03
20150210,4918.51,4789.1,4918.51,4783.37,6.50K,2.35
20150211,4973.1,4943.7,4993.59,4934.71,6.66K,1.11
20150212,4992.23,4964.19,5010.27,4933.2,6.61K,0.38
20150213,5129.02,5017.03,5160.75,5017.03,10.74K,2.74
20150216,5169.27,5124.89,5176.46,5110.23,9.05K,0.78
20150217,5233.11,5204.49,5237.17,5191.13,10.85K,1.23
20150202,4980.42,4929.09,5047.96,4905.78,9.45K,-0.58
20150225,5152.86,5244.71,5244.71,5134.94,10.00K,-1.53
20150226,5239.88,5144.79,5239.88,5137.77,10.48K,1.69
20150227,5250.76,5236.57,5267.03,5229.19,10.09K,0.21
20150203,5042.98,4999.07,5044.81,4946.48,9.65K,1.26
20150204,5068.6,5049.34,5108.98,5033.62,10.69K,0.51
20150205,5040.66,5201.64,5210.19,5040.66,13.56K,-0.55
20150206,4882.01,4999.53,5008.74,4850.05,11.66K,-3.15
20150209,4805.41,4842.66,4859.62,4788.16,7.09K,-1.57
20150310,5314.23,5269.75,5344.28,5264.31,12.21K,0.52
20150311,5357.49,5321.48,5381.98,5321.48,13.82K,0.81
20150312,5409.85,5382.23,5412.65,5349.83,12.72K,0.98
20150313,5414.28,5415.72,5425.13,5394.35,10.03K,0.08
20150316,5540.56,5449.76,5544.08,5438.26,14.51K,2.33
20150317,5599.8,5554.17,5610.34,5520.74,1.77B,1.07
20150318,5737.51,5599.16,5737.51,5598.4,2.13B,2.46
20150319,5720.79,5732.88,5741.19,5671.16,1.96B,-0.29
20150302,5320.14,5333.76,5344.62,5269.03,16.74K,1.32
20150320,5872.27,5730.1,5898.83,5730.1,2.39B,2.65
20150323,6085.92,5971.79,6119.89,5971.79,2.33B,3.64
20150324,6138.1,6168.58,6168.58,5915.1,3.08B,0.86
20150325,6180.69,6188.43,6228.39,6129.74,2.55B,0.69
20150326,6163.46,6189.1,6243.46,6098.65,2.38B,-0.28
20150327,6436.93,6238.0,6436.93,6187.35,2.52B,4.44
20150303,5188.59,5295.08,5295.08,5183.09,16.35K,-2.47
20150330,6768.25,6495.85,6820.34,6495.85,3.65B,5.15
20150331,6669.46,6930.49,6984.2,6633.14,3.56B,-1.46
20150304,5250.9,5181.78,5255.41,5179.29,13.23K,1.2
20150305,5229.29,5243.33,5244.06,5189.39,14.51K,-0.41
20150306,5207.78,5232.45,5271.09,5189.15,12.35K,-0.41
20150309,5286.65,5186.1,5291.23,5128.32,12.95K,1.51
20150401,6716.24,6672.5,6718.06,6576.45,2.54B,0.7
20150410,7202.24,7104.99,7240.1,7050.24,2.76B,1.17
20150413,7232.9,7215.56,7295.72,7137.52,2.50B,0.43
20150414,7157.34,7217.08,7264.54,7119.66,2.31B,-1.04
20150415,6989.73,7156.26,7156.26,6952.25,2.21B,-2.34
20150416,7041.15,6905.83,7077.12,6844.31,1.95B,0.74
20150417,7106.56,7095.06,7145.55,7017.94,2.49B,0.93
20150402,6720.09,6722.57,6767.26,6637.51,2.42B,0.06
20150420,7021.77,7157.78,7235.63,7001.64,2.91B,-1.19
20150421,7177.79,7009.24,7177.79,7009.14,2.18B,2.22
20150422,7401.65,7251.14,7402.66,7245.69,2.90B,3.12
20150423,7428.64,7480.96,7491.08,7354.94,2.81B,0.36
20150424,7364.5,7367.2,7419.37,7274.71,2.36B,-0.86
20150427,7421.97,7417.11,7448.95,7324.84,2.59B,0.78
20150428,7316.37,7444.31,7444.31,7236.28,2.67B,-1.42
20150429,7398.05,7298.19,7436.41,7249.61,2.10B,1.12
20150403,6770.84,6667.91,6775.58,6623.32,2.38B,0.76
20150430,7577.68,7447.74,7651.31,7447.74,2.78B,2.43
20150407,6959.9,6824.18,6959.9,6822.46,2.56B,2.79
20150408,7002.56,6991.5,7019.47,6839.34,2.70B,0.61
20150409,7118.82,7000.72,7122.71,6785.61,3.12B,1.66
20150511,7288.95,7197.63,7300.64,7139.94,2.43B,3.1
20150512,7304.25,7298.67,7319.55,7211.49,2.23B,0.21
20150513,7473.94,7284.55,7484.01,7219.48,2.80B,2.32
20150514,7429.03,7494.4,7558.5,7412.55,2.92B,-0.6
20150515,7259.31,7411.4,7411.4,7194.45,1.99B,-2.28
20150518,7300.89,7241.07,7336.77,7203.97,1.71B,0.57
20150519,7542.95,7336.33,7542.95,7336.33,2.02B,3.32
20150520,7574.28,7621.6,7710.46,7561.47,2.85B,0.42
20150521,7781.82,7589.99,7781.82,7563.98,2.72B,2.74
20150522,8028.66,7848.9,8044.23,7807.9,3.54B,3.17
20150525,8225.4,8008.99,8262.09,7980.98,3.38B,2.45
20150526,8430.21,8279.8,8432.52,8158.1,3.75B,2.49
20150527,8477.97,8469.28,8508.48,8274.21,3.27B,0.57
20150528,7948.0,8505.69,8613.12,7945.07,3.79B,-6.25
20150529,7944.26,7944.81,8110.07,7571.84,2.76B,-0.05
20150504,7591.96,7648.34,7712.91,7565.02,2.49B,0.19
20150505,7246.87,7596.62,7596.62,7200.26,2.66B,-4.55
20150506,7057.81,7251.15,7332.09,7003.1,2.13B,-2.61
20150507,6903.83,7017.19,7046.72,6882.32,1.83B,-2.18
20150508,7069.99,6956.77,7069.99,6899.59,1.88B,2.41
20150601,8318.58,7979.69,8318.82,7979.69,2.52B,4.71
20150610,9154.07,8929.18,9242.49,8825.99,2.71B,1.95
20150611,9276.68,9215.47,9294.11,9132.47,2.97B,1.34
20150612,9493.34,9311.26,9554.0,9311.1,2.99B,2.34
20150615,9482.36,9576.78,9688.12,9413.91,3.70B,-0.12
20150616,9320.96,9368.53,9543.53,9211.03,3.50B,-1.7
20150617,9461.45,9294.21,9493.16,8999.0,2.68B,1.51
20150618,9288.96,9477.11,9657.68,9253.19,3.07B,-1.82
20150619,8614.15,9087.34,9203.92,8578.48,2.82B,-7.26
20150602,8561.33,8368.68,8561.33,8289.42,2.78B,2.92
20150623,8636.96,8579.78,8641.09,8049.94,2.57B,0.26
20150624,8850.22,8710.7,8855.32,8529.02,2.69B,2.47
20150625,8623.44,8853.27,9040.94,8498.39,3.00B,-2.56
20150626,7902.92,8343.33,8355.38,7876.92,2.33B,-8.36
20150629,7532.45,8115.9,8138.7,7281.39,3.29B,-4.69
20150603,8645.77,8607.95,8656.96,8401.55,3.12B,0.99
20150630,7883.74,7407.85,7890.31,6973.31,3.34B,4.66
20150604,8713.0,8665.47,8719.84,8164.03,3.10B,0.78
20150605,9011.52,8865.33,9037.19,8748.82,3.88B,3.43
20150608,9101.57,9064.75,9136.07,8890.8,3.90B,1.0
20150609,8978.77,9091.53,9091.53,8884.57,2.82B,-1.35
20150701,7383.19,7763.61,7957.33,7347.49,2.71B,-6.35
20150710,6261.49,6111.69,6309.44,6092.85,1.68B,3.72
20150713,6535.61,6413.37,6555.17,6362.68,1.84B,4.38
20150714,6585.67,6619.62,6764.0,6527.57,1.93B,0.77
20150715,6361.69,6597.8,6637.44,6323.25,2.30B,-3.4
20150716,6475.05,6304.73,6583.65,6174.88,1.91B,1.78
20150717,6785.77,6547.46,6834.62,6530.88,2.02B,4.8
20150702,6889.85,7313.37,7366.99,6784.78,2.48B,-6.68
20150720,6917.46,6851.54,6993.42,6763.94,2.35B,1.94
20150721,6906.15,6816.01,6989.02,6729.41,1.97B,-0.16
20150722,6951.19,6872.86,6979.67,6755.65,2.12B,0.65
20150723,7168.02,6954.89,7189.11,6943.48,2.43B,3.12
20150724,7114.61,7187.6,7349.37,7051.8,2.70B,-0.75
20150727,6593.08,7004.32,7171.74,6593.08,2.23B,-7.33
20150728,6518.88,6353.44,6660.48,6231.97,2.23B,-1.13
20150729,6723.12,6591.25,6725.71,6427.95,1.47B,3.13
20150703,6404.48,6578.17,6843.69,6346.06,2.35B,-7.04
20150730,6545.34,6705.68,6827.03,6542.28,1.66B,-2.64
20150731,6573.75,6474.96,6649.05,6474.96,1.44B,0.43
20150706,6332.98,6838.11,6838.11,6044.38,3.60B,-1.12
20150707,5977.55,6104.54,6165.44,5926.61,2.25B,-5.61
20150708,5789.59,5677.31,5852.95,5658.2,3.07B,-3.14
20150709,6037.19,5729.15,6039.49,5726.92,1.73B,4.28
20150810,6971.72,6761.93,7003.5,6752.72,1.67B,3.87
20150811,7054.64,6973.91,7144.28,6944.92,2.05B,1.19
20150812,6968.55,6968.15,7041.55,6937.41,1.58B,-1.22
20150813,7112.62,6927.24,7115.61,6923.0,1.70B,2.07
20150814,7320.74,7158.89,7342.2,7143.63,2.46B,2.93
20150817,7448.96,7326.68,7490.96,7274.64,2.47B,1.75
20150818,6980.01,7480.99,7491.33,6959.83,2.61B,-6.3
20150819,7154.04,6814.65,7218.67,6665.59,2.17B,2.49
20150820,6935.66,7109.04,7192.22,6932.13,1.86B,-3.05
20150821,6645.6,6842.09,6936.24,6610.47,1.88B,-4.18
20150824,6129.04,6365.44,6384.55,6110.87,1.53B,-7.77
20150825,5703.08,5700.57,5829.19,5670.24,1.65B,-6.95
20150826,5547.58,5734.73,5924.8,5478.78,2.30B,-2.73
20150827,5700.06,5643.34,5725.41,5393.74,1.82B,2.75
20150828,6012.94,5793.9,6016.66,5737.28,1.91B,5.49
20150803,6566.7,6504.31,6566.88,6389.51,1.65B,-0.11
20150831,5920.0,5979.73,5984.37,5840.02,1.73B,-1.55
20150804,6796.34,6567.76,6797.51,6526.33,1.49B,3.5
20150805,6665.78,6778.0,6805.59,6626.0,1.35B,-1.92
20150806,6551.95,6526.59,6639.6,6497.16,887.10M,-1.71
20150807,6711.88,6611.86,6716.69,6610.46,1.16B,2.44
20150901,5747.48,5870.74,5870.74,5624.94,1.65B,-2.91
20150910,5781.49,5814.55,5885.33,5766.71,1.31B,-1.8
20150911,5822.49,5786.9,5845.65,5739.99,1.15B,0.71
20150914,5498.32,5858.14,5871.79,5464.73,1.62B,-5.57
20150915,5253.87,5388.06,5466.88,5228.93,1.28B,-4.45
20150916,5561.44,5277.45,5598.01,5251.66,1.50B,5.85
20150917,5423.04,5528.67,5649.68,5423.04,1.56B,-2.49
20150918,5448.44,5447.93,5488.16,5386.82,896.00M,0.47
20150902,5693.28,5487.18,5808.2,5466.41,1.75B,-0.94
20150921,5587.92,5398.18,5590.57,5381.25,1.09B,2.56
20150922,5611.26,5597.0,5670.67,5568.85,1.25B,0.42
20150923,5510.92,5531.72,5581.63,5477.57,1.04B,-1.79
20150924,5517.07,5482.49,5532.7,5466.54,890.10M,0.11
20150925,5409.97,5469.66,5551.64,5365.1,1.35B,-1.94
20150928,5434.19,5411.06,5450.51,5341.41,710.70M,0.45
20150929,5296.92,5357.0,5372.88,5277.57,742.00M,-2.53
20150930,5344.74,5323.95,5363.11,5286.18,633.20M,0.9
20150907,5581.12,5709.88,5871.24,5556.14,1.55B,-1.97
20150908,5714.41,5534.92,5733.22,5435.5,1.11B,2.39
20150909,5887.36,5743.41,5904.01,5710.11,1.67B,3.03
20160111,5918.12,6156.05,6231.85,5906.31,1.96B,-5.49
20160112,5964.89,5923.75,6043.35,5843.02,1.61B,0.79
20160113,5795.1,5972.67,6023.76,5789.5,1.43B,-2.85
20160114,5945.91,5619.98,5954.17,5608.66,1.42B,2.6
20160115,5696.16,5891.18,5943.2,5658.6,1.33B,-4.2
20160118,5736.62,5591.07,5812.77,5575.33,1.11B,0.71
20160119,5959.19,5722.55,5967.91,5713.17,1.47B,3.88
20160120,5871.29,5919.93,5989.93,5846.8,1.40B,-1.48
20160121,5663.57,5775.18,5901.02,5663.57,1.16B,-3.54
20160122,5716.04,5713.24,5747.54,5578.93,911.30M,0.93
20160125,5750.46,5750.77,5799.59,5696.09,773.80M,0.6
20160126,5325.35,5685.48,5692.32,5306.29,1.10B,-7.39
20160127,5255.9,5338.44,5370.35,5020.6,1.18B,-1.3
20160128,5112.33,5198.19,5271.06,5085.82,860.50M,-2.73
20160129,5295.13,5110.09,5334.12,5110.09,939.90M,3.58
20160104,6656.55,7225.16,7225.89,6655.11,1.41B,-7.92
20160105,6558.76,6376.63,6675.57,6329.6,1.97B,-1.47
20160106,6712.0,6581.41,6712.0,6544.44,1.62B,2.34
20160107,6165.24,6606.31,6606.31,6156.95,425.30M,-8.15
20160108,6261.94,6303.06,6356.3,5925.36,1.79B,1.57
20161010,5789.63,5811.78,5812.74,5693.01,1.03B,-1.27
20161011,5854.56,5787.03,5875.93,5771.94,1.36B,1.12
20161012,5869.86,5826.73,5869.86,5808.07,1.03B,0.26
20161013,5888.92,5853.68,5909.2,5839.87,967.33M,0.32
20161014,5888.67,5884.35,5893.36,5855.48,870.01M,0.0
20161017,5826.35,5883.31,5896.65,5805.02,835.53M,-1.06
20161018,5891.9,5824.6,5892.48,5803.8,888.98M,1.13
20161019,5879.2,5900.99,5922.76,5865.83,821.72M,-0.22
20161020,5879.08,5871.37,5903.92,5854.97,813.14M,0.0
20161021,5855.99,5871.56,5881.13,5801.24,827.86M,-0.39
20161024,5874.68,5853.52,5890.74,5835.5,817.06M,0.32
20161025,5899.94,5874.37,5899.94,5870.94,823.11M,0.43
20161026,5915.55,5898.99,5919.29,5872.58,1.07B,0.26
20161027,5898.7,5905.44,5912.03,5888.28,776.22M,-0.28
20161028,5832.47,5888.11,5905.98,5832.47,768.95M,-1.12
20161031,5834.38,5828.34,5841.16,5794.44,629.49M,0.03
20161101,5903.11,5842.66,5903.11,5833.42,808.78M,1.18
20161110,5938.41,5886.44,5975.4,5885.4,1.19B,1.28
20161111,5943.44,5928.31,5944.01,5907.47,982.52M,0.08
20161114,5942.2,5935.71,5955.91,5905.41,1.03B,-0.02
20161115,5997.05,5941.33,6021.74,5926.12,1.03B,0.92
20161116,5978.97,5992.68,5995.18,5956.81,863.30M,-0.3
20161117,5987.2,5972.15,5987.2,5951.85,785.03M,0.14
20161118,6010.02,6012.29,6065.7,6002.57,992.81M,0.38
20161102,5803.12,5877.69,5877.69,5799.32,791.12M,-1.69
20161121,6027.17,6001.87,6056.91,5996.85,978.43M,0.29
20161122,6050.41,6033.28,6052.64,6029.36,869.32M,0.39
20161123,6098.15,6065.97,6173.96,6051.36,1.41B,0.79
20161124,6153.54,6076.54,6184.27,6065.39,1.09B,0.91
20161125,6202.26,6146.97,6243.89,6142.94,1.09B,0.79
20161128,6176.43,6223.07,6240.53,6147.66,997.75M,-0.42
20161129,6118.1,6149.05,6184.25,6113.0,1.09B,-0.94
20161103,5825.81,5786.99,5859.22,5780.73,747.71M,0.39
20161130,6129.88,6174.69,6186.51,6110.77,1.04B,0.19
20161104,5808.57,5828.48,5853.94,5797.09,680.78M,-0.3
20161107,5799.26,5814.45,5820.23,5782.11,591.97M,-0.16
20161108,5840.22,5810.44,5844.13,5803.29,641.21M,0.71
20161109,5863.08,5845.76,5902.57,5798.76,1.33B,0.39
20161201,6255.29,6126.54,6263.94,6124.05,1.61B,2.05
20161212,5749.91,5977.02,5981.17,5746.13,1.18B,-3.99
20161213,5775.39,5734.52,5790.68,5691.32,845.90M,0.44
20161214,5725.69,5757.75,5776.77,5710.79,789.65M,-0.86
20161215,5752.66,5697.71,5762.2,5691.96,824.68M,0.47
20161216,5788.19,5745.22,5798.36,5737.42,799.79M,0.62
20161219,5761.25,5789.14,5792.15,5739.89,794.90M,-0.47
20161202,6123.74,6224.08,6235.75,6116.04,1.18B,-2.1
20161220,5724.95,5752.29,5752.29,5705.82,678.73M,-0.63
20161221,5761.06,5731.51,5770.37,5731.51,673.30M,0.63
20161222,5767.96,5746.64,5779.38,5721.24,736.53M,0.12
20161223,5713.89,5761.67,5763.72,5713.89,700.62M,-0.94
20161226,5742.15,5700.76,5742.15,5665.2,808.82M,0.49
20161227,5764.89,5740.4,5785.6,5731.68,828.36M,0.4
20161228,5723.03,5754.49,5763.87,5705.62,925.44M,-0.73
20161229,5698.57,5716.62,5738.18,5681.15,746.18M,-0.43
20161230,5699.39,5706.99,5731.91,5685.48,800.09M,0.01
20161205,5953.06,6023.84,6036.08,5926.64,1.08B,-2.79
20161206,5943.76,5953.45,5973.0,5932.75,611.73M,-0.16
20161207,6008.03,5942.29,6008.03,5915.6,837.43M,1.08
20161208,5968.92,6007.99,6012.15,5966.42,1.03B,-0.65
20161209,5988.93,5956.59,6012.19,5952.91,905.23M,0.34
20160201,5240.25,5280.36,5311.45,5170.99,776.20M,-1.04
20160215,5414.63,5282.51,5441.17,5275.93,604.60M,-0.86
20160216,5618.89,5439.6,5629.88,5439.6,994.00M,3.77
20160217,5682.24,5612.37,5693.16,5595.6,1.12B,1.13
20160218,5685.01,5714.56,5771.92,5678.43,1.29B,0.05
20160219,5672.92,5668.99,5709.69,5633.27,1.01B,-0.21
20160202,5427.54,5246.38,5462.88,5246.38,890.30M,3.57
20160222,5811.66,5777.02,5837.47,5773.54,1.26B,2.45
20160223,5746.74,5805.5,5809.95,5687.6,947.10M,-1.12
20160224,5793.49,5735.74,5807.1,5676.63,976.10M,0.81
20160225,5347.62,5788.78,5788.78,5328.97,1.32B,-7.7
20160226,5384.56,5385.25,5418.01,5275.75,911.10M,0.69
20160229,5280.69,5406.98,5489.48,5196.6,1.28B,-1.93
20160203,5501.96,5429.57,5538.61,5417.22,1.14B,1.37
20160204,5535.63,5497.21,5565.53,5486.22,981.10M,0.61
20160205,5461.49,5546.7,5560.38,5455.08,660.50M,-1.34
20160301,5473.17,5326.61,5540.15,5292.66,1.52B,3.64
20160310,5478.71,5599.87,5640.06,5471.33,854.90M,-2.05
20160311,5438.13,5425.99,5478.89,5376.42,694.80M,-0.74
20160314,5584.2,5487.65,5634.03,5487.65,1.02B,2.69
20160315,5516.37,5577.5,5586.88,5479.59,807.20M,-1.21
